callID,vapiCallDuration,lastMessageTimeStamp,difference,startedAt,endedAt,endedReason
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c2074-1bf5-7ffe-ac50-57dc2e27a55e"", ""019c2074-1bf5-7ffe-ac50-57dc2e27a55e"")",6.333,0.714,5.619,2026-02-02T22:23:28.545Z,2026-02-02T22:23:34.878Z,customer-ended-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c204d-e3f8-7bb1-a379-a34334f02291"", ""019c204d-e3f8-7bb1-a379-a34334f02291"")",158.521,155.449,3.0719999999999743,2026-02-02T21:41:43.245Z,2026-02-02T21:44:21.766Z,customer-ended-call-after-warm-transfer-attempt
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c204c-dbbb-7002-a098-3365c376b8c4"", ""019c204c-dbbb-7002-a098-3365c376b8c4"")",64.713,64.545,0.16799999999999216,2026-02-02T21:40:36.720Z,2026-02-02T21:41:41.433Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c204b-f1ab-799c-9ff2-bb29001b1c93"", ""019c204b-f1ab-799c-9ff2-bb29001b1c93"")",83.911,83.746,0.16500000000000625,2026-02-02T21:39:36.259Z,2026-02-02T21:41:00.170Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c2044-1dc1-7aab-be03-6614921a2ba7"", ""019c2044-1dc1-7aab-be03-6614921a2ba7"")",83.348,52.434,30.914,2026-02-02T21:31:05.429Z,2026-02-02T21:32:28.777Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c202c-6a78-799c-9fc6-34c805a2439e"", ""019c202c-6a78-799c-9fc6-34c805a2439e"")",70.973,70.805,0.16799999999999216,2026-02-02T21:05:11.894Z,2026-02-02T21:06:22.867Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c2028-34a1-7ff9-b38e-d8ca635fbc09"", ""019c2028-34a1-7ff9-b38e-d8ca635fbc09"")",126.942,126.788,0.15399999999999636,2026-02-02T21:00:36.581Z,2026-02-02T21:02:43.523Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c2019-4923-7dda-9120-d8a7b94c8a95"", ""019c2019-4923-7dda-9120-d8a7b94c8a95"")",192.621,185.818,6.802999999999997,2026-02-02T20:44:16.669Z,2026-02-02T20:47:29.290Z,customer-ended-call-after-warm-transfer-attempt
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c2018-4f98-799c-b4c7-497714f1af62"", ""019c2018-4f98-799c-b4c7-497714f1af62"")",30.925,30.772,0.15300000000000225,2026-02-02T20:43:13.541Z,2026-02-02T20:43:44.466Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c2016-27ff-7bb5-8377-6a176d442576"", ""019c2016-27ff-7bb5-8377-6a176d442576"")",141.632,122.843,18.789,2026-02-02T20:40:50.912Z,2026-02-02T20:43:12.544Z,customer-ended-call-after-warm-transfer-attempt
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c2010-be6d-7dda-9115-3cf2b9f59f46"", ""019c2010-be6d-7dda-9115-3cf2b9f59f46"")",130.783,130.611,0.17199999999999704,2026-02-02T20:34:55.557Z,2026-02-02T20:37:06.340Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c2010-3b6a-7992-bb64-0c0346adcc85"", ""019c2010-3b6a-7992-bb64-0c0346adcc85"")",164.365,164.224,0.14100000000001955,2026-02-02T20:34:24.175Z,2026-02-02T20:37:08.540Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c200a-4ec9-7556-9e08-0871ff9f799a"", ""019c200a-4ec9-7556-9e08-0871ff9f799a"")",223.584,214.451,9.13300000000001,2026-02-02T20:27:53.898Z,2026-02-02T20:31:37.482Z,customer-ended-call-after-warm-transfer-attempt
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c2009-2869-799c-b4af-039e2dcf0f9f"", ""019c2009-2869-799c-b4af-039e2dcf0f9f"")",73.828,72.417,1.4110000000000014,2026-02-02T20:26:39.376Z,2026-02-02T20:27:53.204Z,customer-ended-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1ff5-3b2c-7ffd-89c3-dc9ed599aa3f"", ""019c1ff5-3b2c-7ffd-89c3-dc9ed599aa3f"")",5.847,0.784,5.063000000000001,2026-02-02T20:04:52.902Z,2026-02-02T20:04:58.749Z,customer-ended-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1fee-c22d-799f-94da-d8085978cc97"", ""019c1fee-c22d-799f-94da-d8085978cc97"")",106.365,99.548,6.816999999999993,2026-02-02T19:57:49.964Z,2026-02-02T19:59:36.329Z,customer-ended-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1fed-80c7-7114-981b-70cb8cf15978"", ""019c1fed-80c7-7114-981b-70cb8cf15978"")",50.507,46.13,4.376999999999995,2026-02-02T19:56:26.447Z,2026-02-02T19:57:16.954Z,customer-ended-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1fe8-ab88-7555-9493-ba104b6ee0aa"", ""019c1fe8-ab88-7555-9493-ba104b6ee0aa"")",141.32,137.6,3.719999999999999,2026-02-02T19:51:10.634Z,2026-02-02T19:53:31.954Z,customer-ended-call-after-warm-transfer-attempt
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1fe7-f167-7aab-bd69-2985b83f6022"", ""019c1fe7-f167-7aab-bd69-2985b83f6022"")",123.9,114.32,9.580000000000013,2026-02-02T19:50:22.352Z,2026-02-02T19:52:26.252Z,customer-ended-call-after-warm-transfer-attempt
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1fc0-0696-7aab-bd27-6db24709acd8"", ""019c1fc0-0696-7aab-bd27-6db24709acd8"")",32.552,25.901,6.651,2026-02-02T19:06:46.463Z,2026-02-02T19:07:19.015Z,customer-ended-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1fa2-3593-7556-9d5d-e65bb9d1c172"", ""019c1fa2-3593-7556-9d5d-e65bb9d1c172"")",160.301,158.5,1.8009999999999877,2026-02-02T18:34:11.993Z,2026-02-02T18:36:52.294Z,customer-ended-call-after-warm-transfer-attempt
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1fa2-547a-7114-97a6-3f7c202b43d0"", ""019c1fa2-547a-7114-97a6-3f7c202b43d0"")",73.645,30.768,42.876999999999995,2026-02-02T18:34:21.798Z,2026-02-02T18:35:35.443Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1fa2-8019-799f-946a-baa396d19bb6"", ""019c1fa2-8019-799f-946a-baa396d19bb6"")",4.156,0.758,3.3979999999999997,2026-02-02T18:34:30.775Z,2026-02-02T18:34:34.931Z,customer-ended-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f9f-9de7-7dda-9072-542d299e1f3c"", ""019c1f9f-9de7-7dda-9072-542d299e1f3c"")",60.115,59.971,0.14400000000000546,2026-02-02T18:31:23.418Z,2026-02-02T18:32:23.533Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f95-c1d1-7002-9f6b-08bf3f63a618"", ""019c1f95-c1d1-7002-9f6b-08bf3f63a618"")",115.096,67.51,47.586,2026-02-02T18:20:35.942Z,2026-02-02T18:22:31.038Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f88-9da6-7ee7-90d0-e1571c802588"", ""019c1f88-9da6-7ee7-90d0-e1571c802588"")",30.97,30.817,0.1529999999999987,2026-02-02T18:06:17.474Z,2026-02-02T18:06:48.444Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f81-095f-7447-a202-e1f73727cc56"", ""019c1f81-095f-7447-a202-e1f73727cc56"")",166.235,165.88,0.3550000000000182,2026-02-02T17:57:58.004Z,2026-02-02T18:00:44.239Z,customer-ended-call-after-warm-transfer-attempt
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f7d-0990-7dd0-b1fb-b821b07206b4"", ""019c1f7d-0990-7dd0-b1fb-b821b07206b4"")",60.812,60.652,0.1599999999999966,2026-02-02T17:53:36.173Z,2026-02-02T17:54:36.985Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f79-393e-766b-ba93-2a9908f6ef45"", ""019c1f79-393e-766b-ba93-2a9908f6ef45"")",58.48,58.343,0.13699999999999335,2026-02-02T17:49:26.365Z,2026-02-02T17:50:24.845Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f64-69d1-7119-98bd-1f75f680864a"", ""019c1f64-69d1-7119-98bd-1f75f680864a"")",76.117,75.96,0.1570000000000107,2026-02-02T17:26:42.207Z,2026-02-02T17:27:58.324Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f61-5375-733f-a300-db67dd7925c1"", ""019c1f61-5375-733f-a300-db67dd7925c1"")",1.265,0.72,0.5449999999999999,2026-02-02T17:23:21.147Z,2026-02-02T17:23:22.412Z,customer-ended-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f5e-cf3c-7bb0-8908-eda7b83f4344"", ""019c1f5e-cf3c-7bb0-8908-eda7b83f4344"")",81.206,81.024,0.18200000000000216,2026-02-02T17:20:35.662Z,2026-02-02T17:21:56.868Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f5c-8da1-7113-9733-54e1e14d3e44"", ""019c1f5c-8da1-7113-9733-54e1e14d3e44"")",43.013,42.841,0.17199999999999704,2026-02-02T17:18:07.340Z,2026-02-02T17:18:50.353Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f54-cdce-7aa7-9621-5d78e4cd80b9"", ""019c1f54-cdce-7aa7-9621-5d78e4cd80b9"")",110.738,106.922,3.8160000000000025,2026-02-02T17:09:38.988Z,2026-02-02T17:11:29.726Z,customer-ended-call-after-warm-transfer-attempt
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f54-5f6b-799f-8bac-ee76464e8111"", ""019c1f54-5f6b-799f-8bac-ee76464e8111"")",43.518,42.734,0.7839999999999989,2026-02-02T17:09:11.680Z,2026-02-02T17:09:55.198Z,customer-ended-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f4a-e95f-7447-a19a-964a6f086eed"", ""019c1f4a-e95f-7447-a19a-964a6f086eed"")",81.536,54.214,27.322000000000003,2026-02-02T16:58:51.085Z,2026-02-02T17:00:12.621Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f41-6fdb-7446-8715-a57529b7f636"", ""019c1f41-6fdb-7446-8715-a57529b7f636"")",214.764,211.32,3.444000000000017,2026-02-02T16:48:29.964Z,2026-02-02T16:52:04.728Z,customer-ended-call-after-warm-transfer-attempt
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f3d-e0b0-799f-8b82-90c9bb5564f5"", ""019c1f3d-e0b0-799f-8b82-90c9bb5564f5"")",223.626,220.982,2.6440000000000055,2026-02-02T16:44:37.652Z,2026-02-02T16:48:21.278Z,customer-ended-call-after-warm-transfer-attempt
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f3c-e8fc-7446-8709-bed252d4f199"", ""019c1f3c-e8fc-7446-8709-bed252d4f199"")",52.405,52.24,0.16499999999999915,2026-02-02T16:43:33.434Z,2026-02-02T16:44:25.839Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f31-21b9-7113-96e3-306a39fbb381"", ""019c1f31-21b9-7113-96e3-306a39fbb381"")",54.356,52.276,2.0799999999999983,2026-02-02T16:30:41.755Z,2026-02-02T16:31:36.111Z,customer-ended-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f2d-93cb-7447-a164-12b50dc387a4"", ""019c1f2d-93cb-7447-a164-12b50dc387a4"")",205.068,204.928,0.14000000000001478,2026-02-02T16:26:48.919Z,2026-02-02T16:30:13.987Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f14-7b7e-7aa7-95a1-c902cb9b9e81"", ""019c1f14-7b7e-7aa7-95a1-c902cb9b9e81"")",83.583,51.546,32.037,2026-02-02T15:59:23.238Z,2026-02-02T16:00:46.821Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f13-77ca-7ee4-9f33-7ca692db5611"", ""019c1f13-77ca-7ee4-9f33-7ca692db5611"")",57.209,54.894,2.315000000000005,2026-02-02T15:58:18.278Z,2026-02-02T15:59:15.487Z,customer-ended-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f0d-680f-7661-b349-32940c979400"", ""019c1f0d-680f-7661-b349-32940c979400"")",86.734,84.981,1.7530000000000001,2026-02-02T15:51:40.807Z,2026-02-02T15:53:07.541Z,customer-ended-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f0a-ecdb-7bb8-aeba-7c1572ca175c"", ""019c1f0a-ecdb-7bb8-aeba-7c1572ca175c"")",182.794,182.601,0.19300000000001205,2026-02-02T15:48:57.504Z,2026-02-02T15:52:00.298Z,customer-ended-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1f01-ab06-7aa7-9584-92b9806d6321"", ""019c1f01-ab06-7aa7-9584-92b9806d6321"")",168.771,165.85,2.9209999999999923,2026-02-02T15:38:50.339Z,2026-02-02T15:41:39.110Z,customer-ended-call-after-warm-transfer-attempt
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1efd-f359-7007-9522-a260f092bd81"", ""019c1efd-f359-7007-9522-a260f092bd81"")",56.192,56.037,0.15500000000000114,2026-02-02T15:34:47.513Z,2026-02-02T15:35:43.705Z,assistant-forwarded-call
"=HYPERLINK(""https://hellocounsel-dashboard.vercel.app/calls?f=0&e=production&s=N4IgJgtiBcIJ4FMDOAXBAnMBDOIA0ISYMIATAAykBsAtOQIw2kAs%2BICxsF1djAzPRABfIA&c=019c1ed7-5f90-7ff3-889d-b228fe714124"", ""019c1ed7-5f90-7ff3-889d-b228fe714124"")",102.484,97.06,5.423999999999992,2026-02-02T14:52:39.127Z,2026-02-02T14:54:21.611Z,customer-ended-call
